TIMESTAMP: 2019-05-03_08_23_25

  Balintawak             1             1
     Kaingin             0             0
       Muñoz             1             0
 Bansalangin             0             0
       North             0             0
     Trinoma             0             0
      Quezon             0             0
         NIA             0             0
       Timog             0             0
    Kamuning             0             0
         New             0             0
       Monte             0             0
      Aurora             0             0
          Mc             0             0
          P.             2             0
        Main             2             0
    Santolan             2             0
       White             2             0
     Ortigas             2             0
          SM             2             1
        Shaw             2             0
    Reliance             2             1
     Pioneer             2             1
   Guadalupe             1             1
      Orense             0             1
    Kalayaan             1             0
     Buendia             1             2
       Ayala             0             2
      Arnaiz             0             2
  Magallanes             0             2
     Malibay             1             1
       Tramo             1             1
        Taft             2             2
        F.B.             0             0
       Roxas             1             2
   Macapagal             2             1
        Mall             0             0
