TIMESTAMP: 2019-04-29_10_44_54

  Balintawak             1             0
     Kaingin             0             0
       Muñoz             1             0
 Bansalangin             1             0
       North             0             0
     Trinoma             0             0
      Quezon             0             0
         NIA             0             0
       Timog             0             0
    Kamuning             0             0
         New             0             0
       Monte             2             0
      Aurora             2             0
          Mc             2             0
          P.             2             0
        Main             2             2
    Santolan             2             0
       White             2             0
     Ortigas             0             0
          SM             2             1
        Shaw             2             0
    Reliance             2             0
     Pioneer             2             1
   Guadalupe             1             2
      Orense             0             2
    Kalayaan             1             2
     Buendia             1             2
       Ayala             0             2
      Arnaiz             0             2
  Magallanes             0             2
     Malibay             2             0
       Tramo             2             0
        Taft             2             1
        F.B.             0             0
       Roxas             1             2
   Macapagal             2             2
        Mall             0             0
