TIMESTAMP: 2019-04-30_06_43_28

  Balintawak             0             0
     Kaingin             0             0
       Muñoz             0             0
 Bansalangin             0             0
       North             0             0
     Trinoma             0             0
      Quezon             0             0
         NIA             0             0
       Timog             2             0
    Kamuning             2             0
         New             2             0
       Monte             1             0
      Aurora             0             0
          Mc             0             0
          P.             0             0
        Main             2             0
    Santolan             2             0
       White             2             0
     Ortigas             0             0
          SM             2             0
        Shaw             2             0
    Reliance             2             0
     Pioneer             2             1
   Guadalupe             0             1
      Orense             0             0
    Kalayaan             2             0
     Buendia             1             2
       Ayala             0             2
      Arnaiz             0             2
  Magallanes             0             2
     Malibay             1             0
       Tramo             1             0
        Taft             1             2
        F.B.             0             2
       Roxas             2             2
   Macapagal             1             2
        Mall             0             0
