TIMESTAMP: 2019-04-30_16_51_54

  Balintawak             0             1
     Kaingin             1             1
       Muñoz             2             0
 Bansalangin             2             2
       North             0             1
     Trinoma             1             1
      Quezon             0             2
         NIA             2             0
       Timog             2             0
    Kamuning             2             1
         New             2             0
       Monte             2             2
      Aurora             2             2
          Mc             2             0
          P.             2             0
        Main             2             0
    Santolan             2             0
       White             2             0
     Ortigas             2             0
          SM             2             2
        Shaw             2             2
    Reliance             2             2
     Pioneer             1             2
   Guadalupe             0             2
      Orense             2             2
    Kalayaan             2             0
     Buendia             0             0
       Ayala             0             0
      Arnaiz             0             0
  Magallanes             1             0
     Malibay             2             0
       Tramo             2             0
        Taft             2             2
        F.B.             0             2
       Roxas             0             1
   Macapagal             1             2
        Mall             2             0
