TIMESTAMP: 2019-05-06_18_40_26

  Balintawak             1             1
     Kaingin             0             0
       Muñoz             0             1
 Bansalangin             1             2
       North             0             2
     Trinoma             0             2
      Quezon             0             0
         NIA             0             0
       Timog             0             0
    Kamuning             0             1
         New             1             1
       Monte             0             1
      Aurora             0             2
          Mc             0             2
          P.             0             1
        Main             0             1
    Santolan             0             1
       White             2             0
     Ortigas             0             0
          SM             1             2
        Shaw             1             2
    Reliance             2             2
     Pioneer             2             2
   Guadalupe             1             2
      Orense             0             2
    Kalayaan             2             2
     Buendia             2             2
       Ayala             0             2
      Arnaiz             0             2
  Magallanes             1             2
     Malibay             1             1
       Tramo             0             0
        Taft             0             2
        F.B.             0             1
       Roxas             2             2
   Macapagal             0             1
        Mall             0             0
